ds,model,cls,grp,tight,L,G,method,seed,f1m,f1w,acc,ece,brier,flips,sat,sat_epoch,phase
dermmnist,EfficientNetB0,4,loc_group,L20_G20,20,20,hounie_rcl,3,0.722,0.8206,0.8457,0.1319,0.2873,9.0,1.0,64.0,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L20_G20,20,20,hounie_rcl,4,0.7416,0.8182,0.8457,0.1305,0.2829,14.0,1.0,70.0,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L20_G20,20,20,tralo,1,0.7303,0.8159,0.8412,0.1302,0.279,0.0,1.0,75.0,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L20_G20,20,20,tralo,2,0.7202,0.8104,0.8377,0.1381,0.2913,1.0,1.0,82.0,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L20_G20,20,20,tralo,3,0.7275,0.8195,0.8457,0.1302,0.2804,2.0,1.0,73.0,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L20_G20,20,20,tralo,4,0.7464,0.8243,0.8492,0.1243,0.2683,1.0,1.0,71.0,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L20_G20,20,20,tralo_bounded,1,0.7254,0.8158,0.8407,0.1372,0.2912,14.0,1.0,74.0,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L20_G20,20,20,tralo_bounded,2,0.7205,0.8081,0.8357,0.1424,0.302,7.0,1.0,82.0,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L20_G20,20,20,tralo_bounded,3,0.7256,0.8149,0.8417,0.1387,0.2956,13.0,1.0,73.0,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L20_G20,20,20,tralo_bounded,4,0.7438,0.8227,0.8477,0.1288,0.2775,11.0,1.0,71.0,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L30_G30,30,30,danits_lp,1,0.7385,0.8309,0.8492,0.0995,0.218,78.0,0.0,,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L30_G30,30,30,danits_lp,2,0.7447,0.8385,0.8557,0.0834,0.199,182.0,0.0,,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L30_G30,30,30,danits_lp,3,0.7353,0.8371,0.8552,0.0757,0.1925,139.0,0.0,,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L30_G30,30,30,danits_lp,4,0.7698,0.8396,0.8587,0.0791,0.1901,136.0,0.0,,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L30_G30,30,30,fioretto_ldf,1,0.7503,0.8327,0.8507,0.1228,0.2627,6.0,1.0,19.0,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L30_G30,30,30,fioretto_ldf,2,0.7379,0.8279,0.8482,0.126,0.274,5.0,0.0,,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L30_G30,30,30,fioretto_ldf,3,0.7442,0.8314,0.8512,0.1305,0.2787,19.0,1.0,20.0,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L30_G30,30,30,fioretto_ldf,4,0.7709,0.8416,0.8597,0.1147,0.2523,6.0,1.0,17.0,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L30_G30,30,30,heuristic,1,0.7385,0.8309,0.8492,0.0995,0.218,78.0,0.0,,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L30_G30,30,30,heuristic,2,0.744,0.8386,0.8557,0.0834,0.199,182.0,0.0,,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L30_G30,30,30,heuristic,3,0.7365,0.8385,0.8562,0.0757,0.1925,139.0,0.0,,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L30_G30,30,30,heuristic,4,0.7698,0.8396,0.8587,0.0791,0.1901,136.0,0.0,,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L30_G30,30,30,hounie_rcl,1,0.749,0.8348,0.8522,0.1261,0.2721,19.0,1.0,68.0,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L30_G30,30,30,hounie_rcl,2,0.7386,0.8264,0.8467,0.1359,0.2886,23.0,1.0,81.0,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L30_G30,30,30,hounie_rcl,3,0.7461,0.8361,0.8552,0.1237,0.2702,14.0,1.0,59.0,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L30_G30,30,30,hounie_rcl,4,0.7748,0.8423,0.8602,0.1187,0.2547,11.0,1.0,59.0,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L30_G30,30,30,tralo,1,0.7466,0.8341,0.8517,0.1196,0.2591,1.0,1.0,70.0,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L30_G30,30,30,tralo,2,0.7354,0.8291,0.8492,0.1257,0.2712,0.0,1.0,79.0,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L30_G30,30,30,tralo,3,0.7426,0.8357,0.8547,0.12,0.2576,4.0,1.0,70.0,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L30_G30,30,30,tralo,4,0.7723,0.8427,0.8607,0.1099,0.2461,1.0,1.0,68.0,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L30_G30,30,30,tralo_bounded,1,0.7498,0.8346,0.8522,0.1192,0.2596,6.0,0.0,,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L30_G30,30,30,tralo_bounded,2,0.7384,0.8276,0.8477,0.1279,0.2772,8.0,0.0,,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L30_G30,30,30,tralo_bounded,3,0.7451,0.8339,0.8532,0.1249,0.269,11.0,1.0,70.0,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L30_G30,30,30,tralo_bounded,4,0.7728,0.8417,0.8597,0.1163,0.2573,16.0,1.0,68.0,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L50_G50,50,50,danits_lp,1,0.7696,0.8561,0.8652,0.0995,0.218,34.0,0.0,,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L50_G50,50,50,danits_lp,2,0.7806,0.8661,0.8742,0.0834,0.199,138.0,0.0,,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L50_G50,50,50,danits_lp,3,0.7666,0.8624,0.8712,0.0757,0.1925,95.0,0.0,,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L50_G50,50,50,danits_lp,4,0.7934,0.8619,0.8722,0.0791,0.1901,92.0,0.0,,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L50_G50,50,50,fioretto_ldf,1,0.7678,0.8587,0.8677,0.1032,0.2288,2.0,0.0,,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L50_G50,50,50,fioretto_ldf,2,0.7632,0.8565,0.8677,0.109,0.2344,11.0,1.0,20.0,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L50_G50,50,50,fioretto_ldf,3,0.7735,0.8624,0.8722,0.1075,0.2374,17.0,0.0,,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L50_G50,50,50,fioretto_ldf,4,0.7944,0.8662,0.8757,0.1021,0.2263,15.0,1.0,14.0,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L50_G50,50,50,heuristic,1,0.7696,0.8561,0.8652,0.0995,0.218,34.0,0.0,,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L50_G50,50,50,heuristic,2,0.7804,0.8661,0.8742,0.0834,0.199,138.0,0.0,,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L50_G50,50,50,heuristic,3,0.765,0.8613,0.8702,0.0757,0.1925,95.0,0.0,,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L50_G50,50,50,heuristic,4,0.7934,0.8619,0.8722,0.0791,0.1901,92.0,0.0,,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L50_G50,50,50,hounie_rcl,1,0.7683,0.8592,0.8682,0.1075,0.2349,13.0,1.0,61.0,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L50_G50,50,50,hounie_rcl,2,0.7592,0.8548,0.8662,0.1098,0.239,17.0,1.0,67.0,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L50_G50,50,50,hounie_rcl,3,0.7788,0.8641,0.8737,0.1084,0.2397,21.0,1.0,54.0,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L50_G50,50,50,hounie_rcl,4,0.7935,0.8644,0.8742,0.1017,0.2309,23.0,1.0,62.0,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L50_G50,50,50,tralo,1,0.7617,0.8575,0.8667,0.1102,0.2332,0.0,1.0,64.0,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L50_G50,50,50,tralo,2,0.7599,0.8549,0.8662,0.1087,0.2361,14.0,1.0,70.0,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L50_G50,50,50,tralo,3,0.7779,0.8651,0.8742,0.102,0.2217,3.0,1.0,66.0,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L50_G50,50,50,tralo,4,0.7922,0.8655,0.8747,0.0965,0.2163,4.0,1.0,65.0,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L50_G50,50,50,tralo_bounded,1,0.7611,0.8571,0.8662,0.1069,0.2321,5.0,1.0,64.0,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L50_G50,50,50,tralo_bounded,2,0.7641,0.8571,0.8682,0.1074,0.2329,10.0,1.0,70.0,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L50_G50,50,50,tralo_bounded,3,0.7761,0.8648,0.8742,0.1057,0.2351,15.0,0.0,,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L50_G50,50,50,tralo_bounded,4,0.7977,0.8674,0.8767,0.1008,0.2248,15.0,0.0,,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L70_G70,70,70,danits_lp,1,0.7801,0.8629,0.8692,0.0995,0.218,0.0,1.0,,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L70_G70,70,70,danits_lp,2,0.7927,0.8764,0.8807,0.0834,0.199,93.0,0.0,,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L70_G70,70,70,danits_lp,3,0.7833,0.8751,0.8792,0.0757,0.1925,50.0,0.0,,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L70_G70,70,70,danits_lp,4,0.8075,0.8755,0.8812,0.0791,0.1901,47.0,0.0,,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L70_G70,70,70,fioretto_ldf,1,0.7895,0.872,0.8767,0.0974,0.2137,11.0,1.0,8.0,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L70_G70,70,70,fioretto_ldf,2,0.7857,0.8766,0.8822,0.0923,0.206,17.0,1.0,13.0,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L70_G70,70,70,fioretto_ldf,3,0.7929,0.8788,0.8837,0.0882,0.2041,16.0,1.0,9.0,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L70_G70,70,70,fioretto_ldf,4,0.8128,0.8814,0.8862,0.0854,0.1991,21.0,1.0,8.0,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L70_G70,70,70,heuristic,1,0.7864,0.8691,0.8742,0.0995,0.218,11.0,1.0,,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L70_G70,70,70,heuristic,2,0.7927,0.8764,0.8807,0.0834,0.199,93.0,0.0,,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L70_G70,70,70,heuristic,3,0.7825,0.8745,0.8787,0.0757,0.1925,50.0,0.0,,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L70_G70,70,70,heuristic,4,0.8075,0.8755,0.8812,0.0791,0.1901,47.0,0.0,,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L70_G70,70,70,hounie_rcl,1,0.7895,0.872,0.8767,0.0974,0.214,11.0,1.0,58.0,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L70_G70,70,70,hounie_rcl,2,0.7756,0.8724,0.8782,0.0933,0.2085,18.0,1.0,56.0,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L70_G70,70,70,hounie_rcl,3,0.7922,0.8788,0.8837,0.0871,0.2036,15.0,1.0,39.0,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L70_G70,70,70,hounie_rcl,4,0.8158,0.883,0.8877,0.0833,0.1957,13.0,1.0,51.0,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L70_G70,70,70,tralo,1,0.7898,0.8716,0.8767,0.0954,0.2131,6.0,1.0,58.0,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L70_G70,70,70,tralo,2,0.7834,0.8743,0.8802,0.0912,0.2048,4.0,1.0,63.0,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L70_G70,70,70,tralo,3,0.7924,0.8778,0.8827,0.0865,0.2017,7.0,1.0,58.0,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L70_G70,70,70,tralo,4,0.814,0.8828,0.8882,0.0836,0.1939,4.0,1.0,58.0,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L70_G70,70,70,tralo_bounded,1,0.7883,0.8709,0.8757,0.097,0.2135,10.0,1.0,58.0,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L70_G70,70,70,tralo_bounded,2,0.7857,0.8766,0.8822,0.0915,0.2058,13.0,1.0,63.0,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L70_G70,70,70,tralo_bounded,3,0.7922,0.8788,0.8837,0.0872,0.2033,13.0,1.0,58.0,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L70_G70,70,70,tralo_bounded,4,0.8151,0.8825,0.8872,0.0852,0.1985,19.0,1.0,58.0,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L80_G80,80,80,danits_lp,1,0.7801,0.8629,0.8692,0.0995,0.218,0.0,1.0,,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L80_G80,80,80,danits_lp,2,0.7986,0.8802,0.8832,0.0834,0.199,71.0,0.0,,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L80_G80,80,80,danits_lp,3,0.791,0.8828,0.8852,0.0757,0.1925,28.0,0.0,,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L80_G80,80,80,danits_lp,4,0.8062,0.8791,0.8837,0.0791,0.1901,29.0,0.0,,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L80_G80,80,80,fioretto_ldf,1,0.7918,0.8762,0.8797,0.0908,0.2096,8.0,1.0,5.0,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L80_G80,80,80,fioretto_ldf,2,0.7831,0.8769,0.8812,0.0891,0.1975,13.0,1.0,10.0,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L80_G80,80,80,fioretto_ldf,3,0.7957,0.8821,0.8857,0.0818,0.1969,15.0,1.0,7.0,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L80_G80,80,80,fioretto_ldf,4,0.8114,0.8858,0.8892,0.0816,0.192,22.0,1.0,7.0,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L80_G80,80,80,heuristic,1,0.7863,0.8702,0.8742,0.0995,0.218,33.0,1.0,,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L80_G80,80,80,heuristic,2,0.7984,0.8802,0.8832,0.0834,0.199,71.0,0.0,,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L80_G80,80,80,heuristic,3,0.791,0.8828,0.8852,0.0757,0.1925,28.0,0.0,,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L80_G80,80,80,heuristic,4,0.8101,0.882,0.8862,0.0791,0.1901,33.0,0.0,,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L80_G80,80,80,hounie_rcl,1,0.7918,0.8762,0.8797,0.0907,0.2092,6.0,1.0,62.0,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L80_G80,80,80,hounie_rcl,2,0.7858,0.8781,0.8822,0.0866,0.1975,15.0,1.0,51.0,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L80_G80,80,80,hounie_rcl,3,0.7938,0.8811,0.8847,0.082,0.196,16.0,1.0,41.0,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L80_G80,80,80,hounie_rcl,4,0.8114,0.8858,0.8892,0.0833,0.1906,17.0,1.0,68.0,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L80_G80,80,80,tralo,1,0.7964,0.8759,0.8797,0.0916,0.21,5.0,1.0,55.0,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L80_G80,80,80,tralo,2,0.7786,0.8759,0.8802,0.0884,0.1973,8.0,1.0,59.0,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L80_G80,80,80,tralo,3,0.7949,0.8807,0.8837,0.083,0.1932,4.0,1.0,57.0,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L80_G80,80,80,tralo,4,0.8095,0.8836,0.8882,0.0833,0.194,10.0,1.0,58.0,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L80_G80,80,80,tralo_bounded,1,0.7952,0.8752,0.8787,0.0915,0.2095,9.0,1.0,55.0,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L80_G80,80,80,tralo_bounded,2,0.7818,0.877,0.8812,0.0893,0.1973,12.0,1.0,59.0,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L80_G80,80,80,tralo_bounded,3,0.7965,0.8827,0.8862,0.0812,0.1963,14.0,1.0,57.0,paperv2_phase3
dermmnist,EfficientNetB0,4,loc_group,L80_G80,80,80,tralo_bounded,4,0.8132,0.8868,0.8902,0.0834,0.1907,17.0,1.0,57.0,paperv2_phase3
dermmnist,MobileNetV3,0,loc_group,L20_G20,20,20,danits_lp,1,0.6945,0.8414,0.8512,0.1047,0.2319,52.0,0.0,,paperv2_phase4
dermmnist,MobileNetV3,0,loc_group,L20_G20,20,20,danits_lp,2,0.7029,0.8455,0.8527,0.108,0.2387,65.0,0.0,,paperv2_phase4
dermmnist,MobileNetV3,0,loc_group,L20_G20,20,20,danits_lp,3,0.7146,0.8537,0.8607,0.0908,0.2199,69.0,0.0,,paperv2_phase4
dermmnist,MobileNetV3,0,loc_group,L20_G20,20,20,danits_lp,4,0.7122,0.8542,0.8592,0.1012,0.2354,81.0,0.0,,paperv2_phase4
dermmnist,MobileNetV3,0,loc_group,L20_G20,20,20,fioretto_ldf,1,0.6867,0.8432,0.8537,0.1159,0.2563,4.0,1.0,19.0,paperv2_phase4
dermmnist,MobileNetV3,0,loc_group,L20_G20,20,20,fioretto_ldf,2,0.6894,0.8416,0.8542,0.1173,0.2594,4.0,1.0,20.0,paperv2_phase4
dermmnist,MobileNetV3,0,loc_group,L20_G20,20,20,fioretto_ldf,3,0.6878,0.8423,0.8512,0.1156,0.2592,4.0,1.0,19.0,paperv2_phase4
dermmnist,MobileNetV3,0,loc_group,L20_G20,20,20,fioretto_ldf,4,0.6965,0.8441,0.8517,0.1198,0.2591,4.0,1.0,21.0,paperv2_phase4
dermmnist,MobileNetV3,0,loc_group,L20_G20,20,20,heuristic,1,0.6942,0.8414,0.8512,0.1047,0.2319,52.0,0.0,,paperv2_phase4
dermmnist,MobileNetV3,0,loc_group,L20_G20,20,20,heuristic,2,0.7029,0.8455,0.8527,0.108,0.2387,65.0,0.0,,paperv2_phase4
dermmnist,MobileNetV3,0,loc_group,L20_G20,20,20,heuristic,3,0.7143,0.8537,0.8607,0.0908,0.2199,69.0,0.0,,paperv2_phase4
dermmnist,MobileNetV3,0,loc_group,L20_G20,20,20,heuristic,4,0.7138,0.8542,0.8592,0.1012,0.2354,81.0,0.0,,paperv2_phase4
dermmnist,MobileNetV3,0,loc_group,L20_G20,20,20,hounie_rcl,1,0.6798,0.8386,0.8482,0.1264,0.2701,9.0,1.0,62.0,paperv2_phase4
dermmnist,MobileNetV3,0,loc_group,L20_G20,20,20,hounie_rcl,2,0.6706,0.8375,0.8487,0.1249,0.2735,8.0,1.0,72.0,paperv2_phase4
dermmnist,MobileNetV3,0,loc_group,L20_G20,20,20,hounie_rcl,3,0.684,0.8385,0.8462,0.12,0.2675,4.0,1.0,60.0,paperv2_phase4
dermmnist,MobileNetV3,0,loc_group,L20_G20,20,20,hounie_rcl,4,0.6756,0.8357,0.8397,0.1319,0.2863,10.0,1.0,64.0,paperv2_phase4
dermmnist,MobileNetV3,0,loc_group,L20_G20,20,20,tralo,1,0.698,0.8441,0.8542,0.114,0.2514,0.0,1.0,70.0,paperv2_phase4
dermmnist,MobileNetV3,0,loc_group,L20_G20,20,20,tralo,2,0.6872,0.8409,0.8542,0.1173,0.2587,0.0,1.0,70.0,paperv2_phase4
dermmnist,MobileNetV3,0,loc_group,L20_G20,20,20,tralo,3,0.6904,0.8442,0.8527,0.1173,0.262,3.0,1.0,69.0,paperv2_phase4
dermmnist,MobileNetV3,0,loc_group,L20_G20,20,20,tralo,4,0.7009,0.8483,0.8582,0.1145,0.249,1.0,1.0,72.0,paperv2_phase4
dermmnist,MobileNetV3,0,loc_group,L20_G20,20,20,tralo_bounded,1,0.6856,0.8397,0.8512,0.1174,0.2537,3.0,1.0,70.0,paperv2_phase4
dermmnist,MobileNetV3,0,loc_group,L20_G20,20,20,tralo_bounded,2,0.6884,0.8428,0.8552,0.1158,0.2579,2.0,1.0,70.0,paperv2_phase4
dermmnist,MobileNetV3,0,loc_group,L20_G20,20,20,tralo_bounded,3,0.6875,0.8408,0.8497,0.1177,0.2637,4.0,1.0,69.0,paperv2_phase4
dermmnist,MobileNetV3,0,loc_group,L20_G20,20,20,tralo_bounded,4,0.6963,0.8457,0.8552,0.1195,0.2576,4.0,1.0,72.0,paperv2_phase4
dermmnist,MobileNetV3,0,loc_group,L30_G30,30,30,danits_lp,1,0.7166,0.8468,0.8542,0.1047,0.2319,44.0,0.0,,paperv2_phase4
dermmnist,MobileNetV3,0,loc_group,L30_G30,30,30,danits_lp,2,0.733,0.852,0.8567,0.108,0.2387,57.0,0.0,,paperv2_phase4
dermmnist,MobileNetV3,0,loc_group,L30_G30,30,30,danits_lp,3,0.7333,0.859,0.8637,0.0908,0.2199,61.0,0.0,,paperv2_phase4
dermmnist,MobileNetV3,0,loc_group,L30_G30,30,30,danits_lp,4,0.7348,0.8595,0.8622,0.1012,0.2354,73.0,0.0,,paperv2_phase4
dermmnist,MobileNetV3,0,loc_group,L30_G30,30,30,fioretto_ldf,1,0.7203,0.8499,0.8577,0.1112,0.2464,3.0,1.0,17.0,paperv2_phase4
dermmnist,MobileNetV3,0,loc_group,L30_G30,30,30,fioretto_ldf,2,0.7135,0.8505,0.8602,0.1108,0.2476,5.0,1.0,18.0,paperv2_phase4
dermmnist,MobileNetV3,0,loc_group,L30_G30,30,30,fioretto_ldf,3,0.7316,0.8542,0.8597,0.1102,0.25,8.0,1.0,16.0,paperv2_phase4
dermmnist,MobileNetV3,0,loc_group,L30_G30,30,30,fioretto_ldf,4,0.7275,0.8549,0.8612,0.1101,0.2444,5.0,1.0,18.0,paperv2_phase4
dermmnist,MobileNetV3,0,loc_group,L30_G30,30,30,heuristic,1,0.7166,0.8468,0.8542,0.1047,0.2319,44.0,0.0,,paperv2_phase4
dermmnist,MobileNetV3,0,loc_group,L30_G30,30,30,heuristic,2,0.733,0.852,0.8567,0.108,0.2387,57.0,0.0,,paperv2_phase4
dermmnist,MobileNetV3,0,loc_group,L30_G30,30,30,heuristic,3,0.7333,0.859,0.8637,0.0908,0.2199,61.0,0.0,,paperv2_phase4
dermmnist,MobileNetV3,0,loc_group,L30_G30,30,30,heuristic,4,0.7348,0.8595,0.8622,0.1012,0.2354,73.0,0.0,,paperv2_phase4
dermmnist,MobileNetV3,0,loc_group,L30_G30,30,30,hounie_rcl,1,0.707,0.8489,0.8557,0.1196,0.2597,11.0,1.0,58.0,paperv2_phase4
dermmnist,MobileNetV3,0,loc_group,L30_G30,30,30,hounie_rcl,2,0.6984,0.845,0.8532,0.1202,0.2646,12.0,1.0,67.0,paperv2_phase4
dermmnist,MobileNetV3,0,loc_group,L30_G30,30,30,hounie_rcl,3,0.7159,0.8465,0.8517,0.1156,0.2558,9.0,1.0,58.0,paperv2_phase4
dermmnist,MobileNetV3,0,loc_group,L30_G30,30,30,hounie_rcl,4,0.7123,0.8459,0.8487,0.1228,0.2681,9.0,1.0,61.0,paperv2_phase4
dermmnist,MobileNetV3,0,loc_group,L30_G30,30,30,tralo,1,0.7143,0.8505,0.8567,0.1137,0.2497,0.0,1.0,67.0,paperv2_phase4
dermmnist,MobileNetV3,0,loc_group,L30_G30,30,30,tralo,2,0.7157,0.8518,0.8612,0.1124,0.2482,1.0,1.0,67.0,paperv2_phase4
dermmnist,MobileNetV3,0,loc_group,L30_G30,30,30,tralo,3,0.7129,0.8486,0.8537,0.1165,0.2571,6.0,1.0,67.0,paperv2_phase4
dermmnist,MobileNetV3,0,loc_group,L30_G30,30,30,tralo,4,0.7426,0.8566,0.8642,0.11,0.2401,0.0,1.0,68.0,paperv2_phase4
dermmnist,MobileNetV3,0,loc_group,L30_G30,30,30,tralo_bounded,1,0.7126,0.8491,0.8572,0.1113,0.246,4.0,1.0,67.0,paperv2_phase4
dermmnist,MobileNetV3,0,loc_group,L30_G30,30,30,tralo_bounded,2,0.7085,0.8489,0.8587,0.1145,0.252,5.0,1.0,67.0,paperv2_phase4
dermmnist,MobileNetV3,0,loc_group,L30_G30,30,30,tralo_bounded,3,0.7209,0.8534,0.8592,0.1119,0.2523,7.0,1.0,67.0,paperv2_phase4
dermmnist,MobileNetV3,0,loc_group,L30_G30,30,30,tralo_bounded,4,0.7243,0.854,0.8617,0.113,0.2437,5.0,1.0,68.0,paperv2_phase4
dermmnist,MobileNetV3,0,loc_group,L50_G50,50,50,danits_lp,1,0.7425,0.8517,0.8572,0.1047,0.2319,32.0,0.0,,paperv2_phase4
dermmnist,MobileNetV3,0,loc_group,L50_G50,50,50,danits_lp,2,0.7573,0.8579,0.8607,0.108,0.2387,45.0,0.0,,paperv2_phase4
dermmnist,MobileNetV3,0,loc_group,L50_G50,50,50,danits_lp,3,0.7567,0.8649,0.8677,0.0908,0.2199,49.0,0.0,,paperv2_phase4
dermmnist,MobileNetV3,0,loc_group,L50_G50,50,50,danits_lp,4,0.7537,0.8649,0.8657,0.1012,0.2354,61.0,0.0,,paperv2_phase4
dermmnist,MobileNetV3,0,loc_group,L50_G50,50,50,fioretto_ldf,1,0.742,0.859,0.8642,0.1038,0.2346,0.0,1.0,14.0,paperv2_phase4
dermmnist,MobileNetV3,0,loc_group,L50_G50,50,50,fioretto_ldf,2,0.7141,0.8522,0.8617,0.1079,0.2425,0.0,1.0,15.0,paperv2_phase4
dermmnist,MobileNetV3,0,loc_group,L50_G50,50,50,fioretto_ldf,3,0.7268,0.8551,0.8612,0.105,0.2363,0.0,1.0,14.0,paperv2_phase4
dermmnist,MobileNetV3,0,loc_group,L50_G50,50,50,fioretto_ldf,4,0.761,0.8619,0.8667,0.1042,0.2299,0.0,1.0,15.0,paperv2_phase4
dermmnist,MobileNetV3,0,loc_group,L50_G50,50,50,heuristic,1,0.7425,0.8517,0.8572,0.1047,0.2319,32.0,0.0,,paperv2_phase4
dermmnist,MobileNetV3,0,loc_group,L50_G50,50,50,heuristic,2,0.7573,0.8579,0.8607,0.108,0.2387,45.0,0.0,,paperv2_phase4
